Site,month,Method,Microsite,Rep,shrub.x,shrub.y,shrub.z,dry.veg.percent,green.veg.percent,woody.debris.percent,rocks.percent,bare.ground.percent,sum_percent,veg. height,dominant type,dried?,notes
Semitropic,August,pitfall,shrub,8,255,170,90,98,0,0,1,1,100,17,grass,TRUE,
Semitropic,August,pitfall,shrub,9,300,260,105,96,0,0,0,4,100,16,grass,TRUE,
Semitropic,August,pitfall,shrub,10,280,260,105,92,0,8,0,0,100,23,grass,TRUE,
Semitropic,August,pitfall,shrub,11,305,295,125,90,0,0,0,10,100,19,grass,TRUE,
Semitropic,August,pitfall,shrub,12,180,155,95,80,0,0,0,20,100,19,grass,TRUE,
Semitropic,August,pitfall,open,1,,,,50,0,0,0,50,100,7,herb,TRUE,
Semitropic,August,pitfall,open,2,,,,7,0,1,0,92,100,11,herb,TRUE,
Semitropic,August,pitfall,open,3,,,,40,0,0,0,60,100,4,herb,TRUE,
Semitropic,August,pitfall,open,4,,,,96,0,2,0,2,100,15,herb,TRUE,
Semitropic,August,pitfall,open,5,,,,15,0,15,0,70,100,3,herb,TRUE,
Semitropic,August,pitfall,open,6,,,,65,0,0,0,35,100,5,herb,TRUE,
Semitropic,August,pitfall,open,7,,,,50,0,0,0,50,100,6,herb,TRUE,
Semitropic,August,pitfall,open,8,,,,85,0,0,0,15,100,22,herb,TRUE,
Semitropic,August,pitfall,open,9,,,,25,0,8,0,67,100,11,herb,TRUE,
Semitropic,August,pitfall,open,10,,,,96,0,1,0,3,100,11,herb,TRUE,
Semitropic,August,pitfall,open,11,,,,6,0,0,0,94,100,8,herb,TRUE,
Semitropic,August,pitfall,open,12,,,,0,0,0,0,100,100,NA,NA,NA,
Coalinga,August,pitfall,open,1,,,,100,0,0,0,0,100,14,grass,TRUE,
Coalinga,August,pitfall,open,2,,,,97,3,0,0,0,100,20,grass,TRUE,
Coalinga,August,pitfall,open,3,,,,100,0,0,0,0,100,21,grass,TRUE,
Coalinga,August,pitfall,open,4,,,,0,0,1,3,96,100,NA,NA,NA,
Coalinga,August,pitfall,open,5,,,,10,9,1,0,80,100,34,grass,TRUE,
Coalinga,August,pitfall,open,6,,,,67,2,1,0,30,100,16,grass,TRUE,
Coalinga,August,pitfall,open,7,,,,98,2,0,0,0,100,15,grass,TRUE,
Coalinga,August,pitfall,open,8,,,,91,9,0,0,0,100,16,grass,TRUE,
Coalinga,August,pitfall,open,9,,,,99,0,1,0,0,100,24,grass,TRUE,
Coalinga,August,pitfall,open,10,,,,95,2,1,0,2,100,24,grass,TRUE,
Coalinga,August,pitfall,open,11,,,,79,0,0,1,20,100,12,grass,TRUE,
Coalinga,August,pitfall,open,12,,,,54,5,1,0,40,100,13,grass,TRUE,
Coalinga,August,pitfall,open,13,,,,88,8,2,0,2,100,20,grass,TRUE,
Coalinga,August,pitfall,open,14,,,,97,1,0,0,2,100,20,grass,TRUE,
Coalinga,August,pitfall,open,15,,,,99,0,1,0,0,100,13,grass,TRUE,
Coalinga,August,pitfall,open,16,,,,0,0,0,1,99,100,NA,NA,NA,
Coalinga,August,pitfall,open,17,,,,97,2,0,0,1,100,6,grass,TRUE,
Coalinga,August,pitfall,open,18,,,,94,6,0,0,0,100,32,grass,TRUE,
Coalinga,August,pitfall,open,19,,,,99,1,0,0,0,100,17,herb,TRUE,
Coalinga,August,pitfall,open,20,,,,96,0,0,0,4,100,20,grass,TRUE,
Coalinga,August,pitfall,open,21,,,,76,3,10,1,10,100,13,grass,TRUE,
Coalinga,August,pitfall,open,22,,,,3,0,0,15,82,100,2,herb,TRUE,
Coalinga,August,pitfall,open,23,,,,72,2,1,1,24,100,12,herb,TRUE,
Coalinga,August,pitfall,open,24,,,,86,0,0,1,13,100,7,herb,TRUE,
Avenal,August,pitfall,shrub,1,305,190,150,100,0,0,0,0,100,49,grass,TRUE,
Avenal,August,pitfall,shrub,2,130,115,120,100,0,0,0,0,100,32,grass,TRUE,
Avenal,August,pitfall,shrub,3,215,170,105,100,0,0,0,0,100,33,grass,TRUE,
Avenal,August,pitfall,shrub,4,140,120,110,20,0,20,2,58,100,29,grass,TRUE,
Avenal,August,pitfall,shrub,5,360,235,160,38,0,4,0,58,100,36,grass,TRUE,
Avenal,August,pitfall,shrub,6,290,210,95,89,0,4,3,4,100,24,grass,TRUE,
Avenal,August,pitfall,shrub,7,200,160,145,100,0,0,0,0,100,27,grass,TRUE,
Avenal,August,pitfall,shrub,8,385,220,145,80,0,20,0,0,100,28,grass,TRUE,
Avenal,August,pitfall,shrub,9,370,285,160,100,0,0,0,0,100,42,grass,TRUE,
Avenal,August,pitfall,shrub,10,300,230,165,95,0,5,0,0,100,33,grass,TRUE,
Avenal,August,pitfall,shrub,11,220,170,140,100,0,0,0,0,100,27,grass,TRUE,
Avenal,August,pitfall,shrub,12,230,170,155,100,0,0,0,0,100,20,grass,TRUE,
Avenal,August,pitfall,open,1,,,,100,0,0,0,0,100,25,grass,TRUE,
Avenal,August,pitfall,open,2,,,,90,0,10,0,0,100,56,grass,TRUE,
Avenal,August,pitfall,open,3,,,,97,0,0,0,3,100,50,grass,TRUE,
Avenal,August,pitfall,open,4,,,,3,0,0,12,85,100,9,grass,TRUE,
Avenal,August,pitfall,open,5,,,,0,0,3,15,82,100,NA,NA,NA,
Avenal,August,pitfall,open,6,,,,0,0,0,6,94,100,NA,NA,NA,
Avenal,August,pitfall,open,7,,,,19,4,0,7,70,100,9,herb,TRUE,
Avenal,August,pitfall,open,8,,,,16,0,5,0,79,100,11,herb,TRUE,
Avenal,August,pitfall,open,9,,,,96,0,0,0,4,100,8,herb,TRUE,
Avenal,August,pitfall,open,10,,,,100,0,0,0,0,100,29,grass,TRUE,
Avenal,August,pitfall,open,11,,,,100,0,0,0,0,100,33,grass,TRUE,
Avenal,August,pitfall,open,12,,,,16,0,0,6,78,100,10,herb,TRUE,
Silver Creek,August,pitfall,shrub,1,295,290,150,100,0,0,0,0,100,33,grass,TRUE,
Silver Creek,August,pitfall,shrub,2,480,390,200,95,0,5,0,0,100,20,grass,TRUE,
Silver Creek,August,pitfall,shrub,3,310,295,160,100,0,0,0,0,100,3,grass,TRUE,
Silver Creek,August,pitfall,shrub,4,225,125,145,50,0,50,0,0,100,10,grass,TRUE,
Silver Creek,August,pitfall,shrub,5,370,280,145,95,0,0,3,2,100,7,grass,TRUE,
Silver Creek,August,pitfall,shrub,6,385,340,160,75,0,25,0,0,100,8,grass,TRUE,
Silver Creek,August,pitfall,shrub,7,320,270,170,90,0,5,0,5,100,18,grass,TRUE,
Silver Creek,August,pitfall,shrub,8,250,245,140,90,0,0,0,10,100,11,grass,TRUE,
Silver Creek,August,pitfall,shrub,9,285,225,135,96,0,2,0,2,100,1,grass,TRUE,
Silver Creek,August,pitfall,shrub,10,280,220,170,50,0,10,0,40,100,9,grass,TRUE,
Silver Creek,August,pitfall,shrub,11,130,125,135,30,0,0,0,70,100,7,grass,TRUE,
Silver Creek,August,pitfall,shrub,12,380,325,170,100,0,0,0,0,100,11,grass,TRUE,
Silver Creek,August,pitfall,open,1,,,,100,0,0,0,0,100,12,grass,TRUE,
Silver Creek,August,pitfall,open,2,,,,40,0,0,0,60,100,3,grass,TRUE,
Silver Creek,August,pitfall,open,3,,,,20,0,10,0,70,100,2,grass,TRUE,
Silver Creek,August,pitfall,open,4,,,,40,0,0,0,60,100,7,grass,TRUE,
Silver Creek,August,pitfall,open,5,,,,50,0,0,0,50,100,1,grass,TRUE,
Silver Creek,August,pitfall,open,6,,,,30,0,0,0,70,100,5,grass,TRUE,
Silver Creek,August,pitfall,open,7,,,,90,0,0,0,10,100,4,grass,TRUE,
Silver Creek,August,pitfall,open,8,,,,80,0,2,0,18,100,3,grass,TRUE,
Silver Creek,August,pitfall,open,9,,,,75,0,0,0,25,100,1,grass,TRUE,
Silver Creek,August,pitfall,open,10,,,,100,0,0,0,0,100,12,grass,TRUE,
Silver Creek,August,pitfall,open,11,,,,50,0,0,0,50,100,1,grass,TRUE,
Silver Creek,August,pitfall,open,12,,,,5,0,0,0,95,100,1,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,1,295,255,165,100,0,0,0,0,100,30,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,2,200,145,80,100,0,0,0,0,100,22,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,3,290,270,140,100,0,0,0,0,100,44,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,4,260,250,135,100,0,0,0,0,100,24,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,5,210,180,105,92,0,0,0,8,100,36,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,6,330,210,95,100,0,0,0,0,100,34,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,7,340,290,90,95,0,4,0,1,100,37,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,8,250,190,110,95,5,0,0,0,100,23,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,9,310,240,110,98,0,2,0,0,100,44,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,10,350,260,115,95,0,5,0,0,100,36,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,11,370,330,130,96,0,4,0,0,100,23,grass,TRUE,
Panoche Plateau,August,pitfall,shrub,12,300,250,120,87,10,3,0,0,100,36,grass,TRUE,
Panoche Plateau,August,pitfall,open,1,,,,100,0,0,0,0,100,22,grass,TRUE,
Panoche Plateau,August,pitfall,open,2,,,,99,0,0,1,0,100,15,grass,TRUE,
Panoche Plateau,August,pitfall,open,3,,,,98,0,0,0,2,100,26,grass,TRUE,
Panoche Plateau,August,pitfall,open,4,,,,98,0,0,0,2,100,16,grass,TRUE,
Panoche Plateau,August,pitfall,open,5,,,,100,0,0,0,0,100,15,grass,TRUE,
Panoche Plateau,August,pitfall,open,6,,,,100,0,0,0,0,100,22,grass,TRUE,
Panoche Plateau,August,pitfall,open,7,,,,99,0,0,0,1,100,18,grass,TRUE,
Panoche Plateau,August,pitfall,open,8,,,,95,0,0,5,0,100,28,grass,TRUE,
Panoche Plateau,August,pitfall,open,9,,,,100,0,0,0,0,100,25,grass,TRUE,
Panoche Plateau,August,pitfall,open,10,,,,60,0,0,10,30,100,16,grass,TRUE,
Panoche Plateau,August,pitfall,open,11,,,,77,0,0,20,3,100,22,grass,TRUE,
Panoche Plateau,August,pitfall,open,12,,,,96,0,0,4,0,100,17,grass,TRUE,
Mountain View,August,pitfall,open,1,,,,90,0,0,0,10,100,14,grass,TRUE,
Mountain View,August,pitfall,open,2,,,,92,0,0,0,8,100,27,grass,TRUE,
Mountain View,August,pitfall,open,3,,,,84,0,1,0,15,100,11,grass,TRUE,
Mountain View,August,pitfall,open,4,,,,85,0,0,0,15,100,12,grass,TRUE,
Mountain View,August,pitfall,open,5,,,,50,1,0,0,49,100,9,grass,TRUE,
Mountain View,August,pitfall,open,6,,,,40,0,0,0,60,100,11,grass,TRUE,
Mountain View,August,pitfall,open,7,,,,35,0,0,0,65,100,12,grass,TRUE,cow dung
Mountain View,August,pitfall,open,8,,,,90,0,0,0,10,100,18,grass,TRUE,cow dung
Mountain View,August,pitfall,open,9,,,,95,0,0,0,5,100,4,grass,TRUE,
Mountain View,August,pitfall,open,10,,,,75,0,0,0,25,100,19,grass,TRUE,cow dung
Mountain View,August,pitfall,open,11,,,,70,0,0,0,30,100,10,grass,TRUE,
Mountain View,August,pitfall,open,12,,,,65,0,0,0,35,100,10,grass,TRUE,cow dung
Mountain View,August,pitfall,open,13,,,,50,0,0,0,50,100,15,grass,TRUE,
Mountain View,August,pitfall,open,14,,,,80,0,0,0,20,100,15,grass,TRUE,cow dung
Mountain View,August,pitfall,open,15,,,,90,0,0,0,10,100,8,grass,TRUE,cow dung
Mountain View,August,pitfall,open,16,,,,50,0,0,0,50,100,5,grass,TRUE,
Mountain View,August,pitfall,open,17,,,,40,0,0,0,60,100,13,grass,TRUE,
Mountain View,August,pitfall,open,18,,,,50,0,0,0,50,100,10,grass,TRUE,
Mountain View,August,pitfall,open,19,,,,55,0,0,0,45,100,13,grass,TRUE,
Mountain View,August,pitfall,open,20,,,,85,0,0,0,15,100,8,grass,TRUE,cow dung
Mountain View,August,pitfall,open,21,,,,80,0,0,0,20,100,13,grass,TRUE,
Mountain View,August,pitfall,open,22,,,,95,0,0,0,5,100,15,grass,TRUE,
Mountain View,August,pitfall,open,23,,,,65,0,0,0,35,100,14,grass,TRUE,
Mountain View,August,pitfall,open,24,,,,90,0,0,0,10,100,14,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,1,280,200,110,50,0,6,2,42,100,22,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,2,490,370,160,94,0,5,1,0,100,19,grass,TRUE,3 shrub cluster
Carrizo Shrub,September,pitfall,shrub,3,260,190,100,46,0,3,5,46,100,15,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,4,380,240,150,78,0,15,2,5,100,10,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,5,160,130,120,35,0,15,35,15,100,12,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,6,380,330,150,40,0,45,15,0,100,28,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,7,500,160,100,90,0,5,5,0,100,20,grass,TRUE,3 shrub cluster
Carrizo Shrub,September,pitfall,shrub,8,280,230,180,77,0,10,3,10,100,24,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,9,420,400,140,0,0,7,25,68,100,NA,NA,NA,
Carrizo Shrub,September,pitfall,shrub,10,300,290,110,22,0,4,12,62,100,12,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,11,440,400,180,42,0,3,12,43,100,9,grass,TRUE,
Carrizo Shrub,September,pitfall,shrub,12,360,340,90,65,0,25,4,6,100,21,grass,TRUE,
Carrizo Shrub,September,pitfall,open,1,,,,20,0,2,20,58,100,8,herb,TRUE,
Carrizo Shrub,September,pitfall,open,2,,,,10,0,3,7,80,100,11,grass,TRUE,
Carrizo Shrub,September,pitfall,open,3,,,,50,0,10,9,31,100,12,grass,TRUE,
Carrizo Shrub,September,pitfall,open,4,,,,20,0,3,17,60,100,9,herb,TRUE,
Carrizo Shrub,September,pitfall,open,5,,,,18,0,4,13,65,100,17,herb,TRUE,
Carrizo Shrub,September,pitfall,open,6,,,,24,0,6,55,15,100,5,herb,TRUE,
Carrizo Shrub,September,pitfall,open,7,,,,22,0,0,25,53,100,7,grass,TRUE,
Carrizo Shrub,September,pitfall,open,8,,,,27,0,2,10,61,100,6,herb,TRUE,
Carrizo Shrub,September,pitfall,open,9,,,,23,0,1,32,44,100,9,grass,TRUE,
Carrizo Shrub,September,pitfall,open,10,,,,10,0,32,29,29,100,6,grass,TRUE,
Carrizo Shrub,September,pitfall,open,11,,,,35,0,4,45,16,100,14,grass,TRUE,
Carrizo Shrub,September,pitfall,open,12,,,,47,0,7,6,40,100,14,herb,TRUE,
Carrizo Shrubless,September,pitfall,open,1,,,,63,0,7,5,25,100,19,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,2,,,,10,0,30,15,45,100,4,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,3,,,,15,0,30,20,35,100,3,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,4,,,,2,0,35,35,28,100,5,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,5,,,,75,0,10,10,5,100,12,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,6,,,,45,0,20,15,20,100,27,herb,TRUE,
Carrizo Shrubless,September,pitfall,open,7,,,,40,0,4,6,50,100,16,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,8,,,,1,0,2,7,90,100,1,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,9,,,,0,0,25,10,65,100,NA,NA,NA,
Carrizo Shrubless,September,pitfall,open,10,,,,70,0,25,0,5,100,21,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,11,,,,49,0,10,1,40,100,18,herb,TRUE,
Carrizo Shrubless,September,pitfall,open,12,,,,6,0,65,4,25,100,5,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,13,,,,2,0,1,20,77,100,3,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,14,,,,1,0,30,8,61,100,6,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,15,,,,30,0,17,3,50,100,28,herb,TRUE,
Carrizo Shrubless,September,pitfall,open,16,,,,1,0,93,3,3,100,3,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,17,,,,37,0,10,8,45,100,28,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,18,,,,60,0,5,2,33,100,32,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,19,,,,15,0,48,2,35,100,17,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,20,,,,20,0,52,5,23,100,20,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,21,,,,48,0,15,4,33,100,10,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,22,,,,30,0,15,2,53,100,27,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,23,,,,5,0,8,8,79,100,2,grass,TRUE,
Carrizo Shrubless,September,pitfall,open,24,,,,20,0,35,1,44,100,11,grass,TRUE,
Lokern,September,pitfall,shrub,1,320,250,120,70,0,0,1,29,100,30,grass,TRUE,
Lokern,September,pitfall,shrub,2,260,250,120,100,0,0,0,0,100,39,grass,TRUE,
Lokern,September,pitfall,shrub,3,180,170,140,100,0,0,0,0,100,37,grass,TRUE,
Lokern,September,pitfall,shrub,4,400,390,130,98,0,0,0,2,100,22,grass,TRUE,
Lokern,September,pitfall,shrub,5,320,240,100,98,0,1,0,1,100,23,grass,TRUE,
Lokern,September,pitfall,shrub,6,210,140,90,90,0,0,0,10,100,32,grass,TRUE,
Lokern,September,pitfall,shrub,7,340,280,170,100,0,0,0,0,100,24,grass,TRUE,
Lokern,September,pitfall,shrub,8,390,320,110,88,0,0,0,12,100,29,grass,TRUE,
Lokern,September,pitfall,shrub,9,360,190,110,99,0,1,0,0,100,35,grass,TRUE,
Lokern,September,pitfall,shrub,10,300,240,170,8,0,2,1,89,100,23,grass,TRUE,
Lokern,September,pitfall,shrub,11,260,220,130,100,0,0,0,0,100,32,grass,TRUE,
Lokern,September,pitfall,shrub,12,190,170,80,45,0,3,2,50,100,13,grass,TRUE,
Lokern,September,pitfall,open,1,,,,65,20,2,2,11,100,15,herb,TRUE,
Lokern,September,pitfall,open,2,,,,91,0,7,0,2,100,17,grass,TRUE,
Lokern,September,pitfall,open,3,,,,22,0,0,2,76,100,12,grass,TRUE,
Lokern,September,pitfall,open,4,,,,55,0,4,5,36,100,23,grass,TRUE,
Lokern,September,pitfall,open,5,,,,86,0,7,1,6,100,29,herb,TRUE,
Lokern,September,pitfall,open,6,,,,16,0,0,7,77,100,13,grass,TRUE,
Lokern,September,pitfall,open,7,,,,13,0,0,3,84,100,14,herb,TRUE,
Lokern,September,pitfall,open,8,,,,46,0,0,4,50,100,14,herb,TRUE,
Lokern,September,pitfall,open,9,,,,85,0,5,0,10,100,8,herb,TRUE,
Lokern,September,pitfall,open,10,,,,19,0,0,6,75,100,16,grass,TRUE,
Lokern,September,pitfall,open,11,,,,10,0,0,10,80,100,4,grass,TRUE,
Lokern,September,pitfall,open,12,,,,30,0,0,5,65,100,7,grass,TRUE,
Semitropic,September,pitfall,shrub,1,180,170,120,35,0,60,0,5,100,30,grass,TRUE,
Semitropic,September,pitfall,shrub,2,170,140,100,78,0,2,0,20,100,26,grass,TRUE,
Semitropic,September,pitfall,shrub,3,220,160,100,97,0,2,0,1,100,37,grass,TRUE,
Semitropic,September,pitfall,shrub,4,200,180,130,5,0,0,0,95,100,15,grass,TRUE,
Semitropic,September,pitfall,shrub,5,210,200,120,23,0,0,0,77,100,22,grass,TRUE,
Semitropic,September,pitfall,shrub,6,230,220,140,65,0,8,0,27,100,24,grass,TRUE,
Semitropic,September,pitfall,shrub,7,140,140,100,5,0,0,0,95,100,10,grass,TRUE,
Semitropic,September,pitfall,shrub,8,120,100,80,45,0,1,0,54,100,28,grass,TRUE,
Semitropic,September,pitfall,shrub,9,250,220,130,90,0,0,0,10,100,24,grass,TRUE,
Semitropic,September,pitfall,shrub,10,230,200,120,80,0,0,0,20,100,15,grass,TRUE,
Semitropic,September,pitfall,shrub,11,220,180,110,25,0,1,0,74,100,14,grass,TRUE,
Semitropic,September,pitfall,shrub,12,160,150,110,20,0,0,0,80,100,11,grass,TRUE,
Semitropic,September,pitfall,open,1,,,,45,0,0,0,55,100,26,herb,TRUE,
Semitropic,September,pitfall,open,2,,,,99,0,0,0,1,100,25,grass,TRUE,
Semitropic,September,pitfall,open,3,,,,98,0,0,0,2,100,19,herb,TRUE,
Semitropic,September,pitfall,open,4,,,,6,0,0,0,94,100,5,herb,TRUE,
Semitropic,September,pitfall,open,5,,,,7,0,1,0,92,100,4,herb,TRUE,
Semitropic,September,pitfall,open,6,,,,72,0,3,0,25,100,16,herb,TRUE,
Semitropic,September,pitfall,open,7,,,,98,0,0,0,2,100,29,herb,TRUE,
Semitropic,September,pitfall,open,8,,,,97,0,2,0,1,100,15,herb,TRUE,
Semitropic,September,pitfall,open,9,,,,96,0,2,0,2,100,37,grass,TRUE,
Semitropic,September,pitfall,open,10,,,,50,0,0,0,50,100,8,herb,TRUE,
Semitropic,September,pitfall,open,11,,,,100,0,0,0,0,100,30,grass,TRUE,
Semitropic,September,pitfall,open,12,,,,85,0,0,0,15,100,10,herb,TRUE,
Coalinga,September,pitfall,open,1,,,,96,2,0,2,0,100,8,grass,TRUE,
Coalinga,September,pitfall,open,2,,,,94,1,0,0,5,100,9,grass,TRUE,
Coalinga,September,pitfall,open,3,,,,99,0,1,0,0,100,13,grass,TRUE,
Coalinga,September,pitfall,open,4,,,,95,5,0,0,0,100,11,grass,TRUE,
Coalinga,September,pitfall,open,5,,,,95,0,0,0,5,100,13,grass,TRUE,
Coalinga,September,pitfall,open,6,,,,90,5,0,0,5,100,15,grass,TRUE,
Coalinga,September,pitfall,open,7,,,,95,0,0,0,5,100,10,grass,TRUE,
Coalinga,September,pitfall,open,8,,,,85,5,0,0,10,100,18,grass,TRUE,
Coalinga,September,pitfall,open,9,,,,70,5,0,10,15,100,5,grass,TRUE,cow dung
Coalinga,September,pitfall,open,10,,,,70,5,0,10,15,100,9,grass,TRUE,
Coalinga,September,pitfall,open,11,,,,80,10,0,5,5,100,11,grass,TRUE,
Coalinga,September,pitfall,open,12,,,,96,0,0,2,2,100,8,grass,TRUE,
Coalinga,September,pitfall,open,13,,,,90,0,0,0,10,100,21,grass,TRUE,
Coalinga,September,pitfall,open,14,,,,96,2,2,0,0,100,12,grass,TRUE,
Coalinga,September,pitfall,open,15,,,,97,0,1,0,2,100,8,grass,TRUE,
Coalinga,September,pitfall,open,16,,,,100,0,0,0,0,100,15,grass,TRUE,
Coalinga,September,pitfall,open,17,,,,98,0,0,0,2,100,17,grass,TRUE,cow dung
Coalinga,September,pitfall,open,18,,,,98,2,0,0,0,100,20,grass,TRUE,
Coalinga,September,pitfall,open,19,,,,93,2,0,0,5,100,15,grass,TRUE,cow dung
Coalinga,September,pitfall,open,20,,,,99,1,0,0,0,100,24,grass,TRUE,
Coalinga,September,pitfall,open,21,,,,88,5,0,2,5,100,11,grass,TRUE,
Coalinga,September,pitfall,open,22,,,,80,10,0,5,5,100,12,grass,TRUE,
Coalinga,September,pitfall,open,23,,,,96,0,2,2,0,100,4,grass,TRUE,
Coalinga,September,pitfall,open,24,,,,70,15,0,0,15,100,17,grass,TRUE,
Avenal,September,pitfall,shrub,1,260,185,125,15,0,0,0,85,100,18,grass,TRUE,
Avenal,September,pitfall,shrub,2,165,130,130,85,0,0,0,15,100,28,grass,TRUE,
Avenal,September,pitfall,shrub,3,285,230,195,80,0,0,0,20,100,27,grass,TRUE,
Avenal,September,pitfall,shrub,4,335,280,165,10,0,0,0,90,100,6,grass,TRUE,
Avenal,September,pitfall,shrub,5,230,225,160,95,0,0,0,5,100,10,grass,TRUE,
Avenal,September,pitfall,shrub,6,210,210,130,95,0,0,0,5,100,35,grass,TRUE,
Avenal,September,pitfall,shrub,7,270,220,145,95,0,0,0,5,100,37,grass,TRUE,
Avenal,September,pitfall,shrub,8,265,210,155,90,0,0,0,10,100,30,grass,TRUE,
Avenal,September,pitfall,shrub,9,200,150,145,95,0,0,0,5,100,30,grass,TRUE,
Avenal,September,pitfall,shrub,10,225,135,125,100,0,0,0,0,100,50,grass,TRUE,
Avenal,September,pitfall,shrub,11,260,180,135,100,0,0,0,0,100,33,grass,TRUE,
Avenal,September,pitfall,shrub,12,210,140,110,99,0,1,0,0,100,25,grass,TRUE,
Avenal,September,pitfall,open,1,,,,94,0,0,1,5,100,20,grass,TRUE,
Avenal,September,pitfall,open,2,,,,90,0,0,0,10,100,27,grass,TRUE,
Avenal,September,pitfall,open,3,,,,100,0,0,0,0,100,12,grass,TRUE,
Avenal,September,pitfall,open,4,,,,90,0,0,0,10,100,23,grass,TRUE,
Avenal,September,pitfall,open,5,,,,90,0,0,0,10,100,10,grass,TRUE,
Avenal,September,pitfall,open,6,,,,5,0,0,0,95,100,10,grass,TRUE,
Avenal,September,pitfall,open,7,,,,1,0,0,1,98,100,2,grass,TRUE,
Avenal,September,pitfall,open,8,,,,100,0,0,0,0,100,40,grass,TRUE,
Avenal,September,pitfall,open,9,,,,95,0,0,0,5,100,25,grass,TRUE,
Avenal,September,pitfall,open,10,,,,5,0,0,5,90,100,5,grass,TRUE,
Avenal,September,pitfall,open,11,,,,100,0,0,0,0,100,35,grass,TRUE,
Avenal,September,pitfall,open,12,,,,95,0,0,0,5,100,21,grass,TRUE,
Silver Creek,September,pitfall,shrub,1,330,290,150,98,0,0,0,2,100,34,grass,TRUE,
Silver Creek,September,pitfall,shrub,2,250,210,150,40,0,0,0,60,100,22,grass,TRUE,
Silver Creek,September,pitfall,shrub,3,220,190,140,100,0,0,0,0,100,30,grass,TRUE,
Silver Creek,September,pitfall,shrub,4,230,200,140,100,0,0,0,0,100,30,grass,TRUE,
Silver Creek,September,pitfall,shrub,5,220,210,150,98,0,0,0,2,100,42,grass,TRUE,
Silver Creek,September,pitfall,shrub,6,370,320,190,100,0,0,0,0,100,25,grass,TRUE,
Silver Creek,September,pitfall,shrub,7,170,150,120,90,0,0,0,10,100,14,grass,TRUE,
Silver Creek,September,pitfall,shrub,8,220,210,160,100,0,0,0,0,100,10,grass,TRUE,
Silver Creek,September,pitfall,shrub,9,360,340,200,5,0,2,0,93,100,0,herb,TRUE,
Silver Creek,September,pitfall,shrub,10,410,370,180,40,0,0,0,60,100,15,grass,TRUE,
Silver Creek,September,pitfall,shrub,11,570,550,250,30,0,0,0,70,100,21,grass,TRUE,
Silver Creek,September,pitfall,shrub,12,270,270,160,2,2,0,1,95,100,6,grass,TRUE,
Silver Creek,September,pitfall,open,1,,,,20,0,0,1,79,100,10,grass,TRUE,
Silver Creek,September,pitfall,open,2,,,,10,0,0,3,87,100,2,grass,TRUE,
Silver Creek,September,pitfall,open,3,,,,40,0,0,0,60,100,5,grass,TRUE,
Silver Creek,September,pitfall,open,4,,,,100,0,0,0,0,100,15,grass,TRUE,
Silver Creek,September,pitfall,open,5,,,,100,0,0,0,0,100,33,grass,TRUE,
Silver Creek,September,pitfall,open,6,,,,2,0,0,3,95,100,2,grass,TRUE,
Silver Creek,September,pitfall,open,7,,,,93,0,0,2,5,100,27,grass,TRUE,
Silver Creek,September,pitfall,open,8,,,,88,0,0,2,10,100,4,grass,TRUE,
Silver Creek,September,pitfall,open,9,,,,95,0,0,0,5,100,16,grass,TRUE,
Silver Creek,September,pitfall,open,10,,,,10,0,0,0,90,100,7,grass,TRUE,
Silver Creek,September,pitfall,open,11,,,,100,0,0,0,0,100,32,grass,TRUE,
